,max_ti,dur,r2,slope,ltl
u:dVzk,11.0,538426.0,0.8382735659830503,1.445637653612504e-05,esen
u:dgbq,2.0,180815.0,0.9992148388421085,1.1052344538253005e-05,enfr
u:iZ63,26.0,436419.0,0.9536228939248633,5.164843333766791e-05,enfr
u:dx28,11.0,523018.0,0.7673372058052952,1.2529282588159304e-05,ende
u:U6,10.0,856552.0,0.3733694876727431,8.349261526608508e-06,enfr
u:hQLR,52.0,1000304.0,0.8864015684399037,5.806715408907529e-05,esen
u:i3uz,38.0,283941.0,0.8459092505703872,0.00010736731966973596,esen
u:i01H,10.0,497453.0,0.54662451199765,1.4203985829189294e-05,enfr
u:iMZo,35.0,587027.0,0.8036911219325842,7.005132155943622e-05,enit
u:fAHy,64.0,940871.0,0.9692382653212168,7.595108679116062e-05,enpt
u:iYua,6.0,427415.0,0.7927369319742994,9.577930695873305e-06,enes
u:hjX8,5.0,1221.0,0.9601840333518935,0.003659636411555731,esen
u:kGb,78.0,948587.0,0.9139476660046785,8.225096001202297e-05,enes
u:ihw4,5.0,443767.0,0.7994598998579565,7.193296587181493e-06,esen
u:ffJq,8.0,524411.0,0.680623000527012,8.654686383469744e-06,esen
u:hcLr,23.0,848131.0,0.9511956236700136,2.6224130012630153e-05,ende
u:h5qW,14.0,473799.0,0.7900025365257938,3.319823110835695e-05,enes
u:fogD,33.0,562375.0,0.7424330775864341,5.269505218166753e-05,enes
u:ghpr,8.0,587287.0,0.3030866999122447,7.714550789787586e-06,ende
u:iTWK,42.0,637347.0,0.7082399952826959,6.652217935766321e-05,ende
u:hmS9,15.0,672894.0,0.7612566563127346,1.678292196895135e-05,esen
u:idSX,25.0,513077.0,0.9280344795293327,4.091431247349102e-05,pten
u:heCP,11.0,948665.0,0.9717750145204687,1.0619674658110461e-05,enfr
u:hN6L,15.0,946130.0,0.9142275146135375,1.9334556607248002e-05,ende
u:h1ar,4.0,309746.0,0.6604543863195003,9.893439864096247e-06,enit
u:iYYZ,22.0,83064.0,0.7841021697582857,0.00016470956646727136,enit
u:f4Tr,8.0,857519.0,0.8967715392452089,6.6579371711125525e-06,enfr
u:h1NR,6.0,756167.0,0.7473067949742597,6.491008500449732e-06,esen
u:cpBu,355.0,932332.0,0.9854596620917996,0.0003821755859568203,esen
u:gVCD,27.0,733453.0,0.9644996225835754,3.124861676442977e-05,enfr
u:dQmf,3.0,1638.0,0.9955890273439468,0.0018049112170847477,esen
u:dIiz,39.0,1005169.0,0.8780437065617571,2.8906614073954254e-05,esen
u:h2R5,5.0,458568.0,0.43012433964270663,6.559093149447773e-06,ende
u:hFY0,2.0,947.0,0.9969314946263172,0.002105451942188632,enfr
u:bp_A,22.0,11116.0,0.9400253461597111,0.0018340402054267597,esen
u:fNWF,2.0,61533.0,0.756630065640112,2.4592659731854844e-05,esen
u:iq8g,8.0,435874.0,0.8084812527903289,1.4652504717370082e-05,enes
u:gj15,13.0,430808.0,0.6441527154341887,2.5109614167861086e-05,esen
u:bQbs,3.0,700.0,0.9470115740117538,0.004055724085703443,enfr
u:ivrh,22.0,432510.0,0.7871137637556325,3.95021271008563e-05,enit
u:cjsh,4.0,69439.0,0.5149263403484606,3.686418725021553e-05,esen
u:g41M,12.0,391654.0,0.3017473546893732,2.1393277139596133e-05,enes
u:i1ez,26.0,455389.0,0.8069943907275077,5.474513717799818e-05,esen
u:g_Xg,15.0,425324.0,0.9418244970686831,2.9616237787508965e-05,enes
u:h-d3,4.0,340502.0,0.8276594069935886,8.558245943951323e-06,pten
u:jaku,18.0,168296.0,0.9329580867073173,8.291318669412386e-05,enes
u:e3Ni,3.0,100751.0,0.6286768223211039,2.0632107536431723e-05,esen
u:hVzr,21.0,602427.0,0.8741222793875442,2.818691810428128e-05,enit
u:b1lG,43.0,840153.0,0.8779360058092813,4.015268882565106e-05,enit
u:i2bR,13.0,289015.0,0.7717215658836714,3.572456061759376e-05,enes
u:g9xt,7.0,75279.0,0.8401384683832801,6.087319255926786e-05,esen
u:iV-v,36.0,485930.0,0.8591086683289717,7.012533748510209e-05,esen
u:iKiv,44.0,665599.0,0.8482451323478685,6.223739554341435e-05,ende
u:Hs8,11.0,950763.0,0.5639737048885611,8.950511558044418e-06,enfr
u:gwk_,10.0,960625.0,0.8860887596054902,1.0147801315480148e-05,esen
u:flxJ,39.0,614391.0,0.8656941446557954,4.898550445074319e-05,esen
u:iFQk,20.0,628229.0,0.7753529419269579,2.2953689382074126e-05,enfr
u:h8uC,50.0,779004.0,0.8907135987928052,6.26998053105223e-05,ende
u:iLCr,11.0,482985.0,0.9036774493361796,2.1173972314360318e-05,esen
u:lrz,21.0,679975.0,0.36038029445716935,2.132818926606933e-05,ende
u:i994,13.0,169236.0,0.21174972377928433,4.280895079397442e-05,enfr
u:iqm5,32.0,712489.0,0.9000744058706843,4.90714883648267e-05,esen
u:iXSk,24.0,405286.0,0.804060004523697,4.4473282001165616e-05,enes
u:fscd,29.0,954194.0,0.9376023216050643,3.3657569270832106e-05,enit
u:i3Nc,10.0,352810.0,0.6698140574796932,1.8172679083942922e-05,enit
u:xta,18.0,665262.0,0.8524423778008694,2.0427800762138516e-05,enit
u:fpGS,11.0,17596.0,0.8772249649279301,0.0005011482492202476,esen
u:hFsU,40.0,792028.0,0.9177202223459912,4.606314396820222e-05,enfr
u:gIO-,36.0,823942.0,0.776166037929238,4.186164224565423e-05,ende
u:iF1Z,15.0,669090.0,0.4688137978512213,1.2160740809670026e-05,esen
u:cwkz,20.0,698967.0,0.925035379131492,2.362994182566487e-05,esen
u:hOq2,9.0,520760.0,0.7297919952352506,9.649839709611012e-06,pten
u:iiEL,11.0,787427.0,0.695111689722137,1.666098259451631e-05,enes
u:g1Pu,12.0,946543.0,0.7497486569340656,9.573329456086267e-06,enpt
u:heDV,2.0,303.0,0.9984014093696987,0.006590108312671278,enfr
u:hXXy,4.0,1701.0,0.9968255697388703,0.0022815874793748457,iten
u:iSeO,2.0,17844.0,0.7724238176199079,8.657518691099617e-05,ende
u:bBBh,6.0,801782.0,0.8077714458306412,4.947115906743305e-06,enfr
u:f5ih,3.0,415761.0,0.8055017601397547,4.860261072620497e-06,enfr
u:diGm,24.0,493779.0,0.9798751478730043,5.1563414190193815e-05,enes
u:g3Gm,8.0,154364.0,0.5607256681428576,5.272059160033637e-05,enes
u:hLn_,10.0,674849.0,0.8873909776324493,1.03559222772322e-05,ende
u:cql1,6.0,5741.0,0.8991570425012313,0.0008568063296363488,esen
u:hbrD,10.0,595637.0,0.8806639496740897,1.543726708601905e-05,enes
u:huGo,19.0,595700.0,0.9222828491828554,2.4798381910120142e-05,ende
u:fGMF,2.0,3772.0,0.8270145045068504,0.00043850185816906174,esen
u:fOCs,9.0,863459.0,0.9538047446866407,9.937879037630964e-06,enes
u:iWjo,13.0,170677.0,0.6969629630883752,4.164883546292056e-05,ende
u:e484,14.0,632673.0,0.6817755960753703,1.2083407696941338e-05,esen
u:fNbW,8.0,517154.0,0.852447964441622,1.3197593547749649e-05,enfr
u:ibWV,9.0,79625.0,0.5336637064155085,6.73604410284459e-05,esen
u:idk_,49.0,792093.0,0.958981355994799,5.506196822843274e-05,enes
u:nEQ,23.0,331145.0,0.920131592388736,6.67468459133226e-05,esen
u:iOEu,13.0,769160.0,0.797359894489128,1.3044605224323155e-05,esen
u:hWko,10.0,3982.0,0.8963319303591476,0.0019411437075877824,esen
u:gbGr,51.0,732465.0,0.8948442504053807,6.902279396532803e-05,iten
u:fVCe,13.0,743933.0,0.6197844680901192,1.2107437615825062e-05,enes
u:iigG,30.0,702555.0,0.9678293435578154,3.44561839111788e-05,esen
u:illG,10.0,7667.0,0.5614824500564594,0.0008575583780818435,enes
u:ii1D,90.0,986189.0,0.9556868899071873,8.892845454231199e-05,enes
u:in8N,26.0,937903.0,0.9252850738428143,2.1126707361764314e-05,enes
u:ic33,9.0,82603.0,0.7476080194921859,6.301136005503009e-05,esen
u:fb-B,11.0,344419.0,0.570500093910835,1.755956180456114e-05,ende
u:eTsf,20.0,506340.0,0.8569611277073855,2.64598867194362e-05,esen
u:biCN,3.0,99566.0,0.6048548687327852,2.0230004071480394e-05,esen
u:ktS,12.0,19570.0,0.5821326804022345,0.0004413237353977676,esen
u:fwNB,3.0,586240.0,0.8918846156372898,4.035870569526365e-06,enes
u:eRAW,19.0,349614.0,0.889769114034324,5.1448179785450625e-05,esen
u:gKRM,15.0,818479.0,0.9622064758294986,1.5280872529671076e-05,ende
u:hDaX,17.0,582992.0,0.9296566096961799,2.1859076778423654e-05,enes
u:i1-1,16.0,432795.0,0.7478524488034989,2.8713045340566297e-05,ende
u:i1Ua,8.0,67009.0,0.8964044362107144,0.00010518298230657266,ende
u:g6DJ,4.0,3365.0,0.9590125747859488,0.0010477576475319008,esen
u:iCby,38.0,615698.0,0.9411621940669401,6.763814781399824e-05,enit
u:eAb9,6.0,5792.0,0.8240855954988537,0.0010221216688357875,enes
u:fkeq,7.0,862223.0,0.9066718886301307,6.557626545915906e-06,enes
u:hDSf,7.0,923536.0,0.4704499213009525,5.177358455048666e-06,enes
u:hQlC,21.0,623429.0,0.852955482729148,2.5866376621737377e-05,ende
u:d3ay,3.0,202523.0,0.9182262840785602,1.3724227217172883e-05,enes
u:gH2B,47.0,864178.0,0.9528013530375495,5.027143079678522e-05,enes
u:gStP,6.0,410587.0,0.7949803346055759,1.2982813601003731e-05,ende
u:f_Vs,6.0,742453.0,0.8704134165794929,6.506493836376879e-06,enes
u:hrh1,8.0,660.0,0.9278949494963249,0.01305974594646481,enfr
u:iDLO,14.0,693306.0,0.8130272870770436,1.5511665784942522e-05,pten
u:iN6c,10.0,268734.0,0.8186439808862609,3.267965127180496e-05,esen
u:jdB0,8.0,110336.0,0.8232127435851773,4.9700960269743315e-05,esen
u:izXi,13.0,556958.0,0.7782847812331304,2.5129032004646186e-05,enes
u:i7yE,46.0,388081.0,0.9144887565198909,9.845008980992447e-05,ende
u:bbI1,8.0,536112.0,0.7891591672508971,1.2185070209588754e-05,ende
u:f_zV,3.0,37527.0,0.6356432612144406,5.6244149999065664e-05,esen
u:gXgz,17.0,605028.0,0.8445536879845128,1.797862588723e-05,esen
u:fePU,24.0,942405.0,0.8420553486504759,2.104708120716128e-05,enit
u:imEC,12.0,829425.0,0.830717386625833,1.4123461174442972e-05,enit
u:iSqh,7.0,785037.0,0.9463797770605679,7.558348828565501e-06,ende
u:hu3f,4.0,44589.0,0.5109687710581404,5.707426486514017e-05,enes
u:iT1d,29.0,773032.0,0.9033754923736567,3.1492849280906556e-05,enes
u:hDVh,38.0,911556.0,0.923208281969599,3.4615596301025674e-05,enes
u:fS6R,79.0,954339.0,0.9836082721363715,7.128752647028003e-05,esen
u:fGXI,10.0,4604.0,0.9646318634150904,0.002379937310208814,ende
u:hpCn,12.0,421905.0,0.7989354170935644,1.883896896329341e-05,iten
u:dTXm,19.0,869844.0,0.8068467603224474,2.1367099206302865e-05,esen
u:ec7w,19.0,101046.0,0.7810743270937242,0.0001190020072192683,pten
u:di4s,13.0,258400.0,0.8109314125415431,3.9206134432656715e-05,esen
u:iltG,15.0,324155.0,0.43294871935144047,4.09843833508548e-05,enfr
u:duHJ,15.0,446691.0,0.9570763278673902,3.0731677880194524e-05,esen
u:fo0Y,11.0,964930.0,0.9098086236195753,1.136812315015932e-05,esen
u:gIgH,18.0,287878.0,0.8778094946678149,5.920473503552683e-05,enpt
u:ijir,4.0,1151.0,0.9769861383294172,0.0035398048490196277,enes
u:kU7,9.0,923719.0,0.979203063749091,9.709984796860997e-06,ende
u:fKFI,5.0,800404.0,0.9223130190205046,5.8050606952051505e-06,enes
u:5_s,13.0,497851.0,0.6168766648509686,1.4109303325350565e-05,enes
u:hSh6,39.0,165936.0,0.8358040418862508,0.0002543237297083328,ende
u:iRrs,7.0,244974.0,0.7791998691041693,2.066066780663772e-05,ende
u:ie8f,13.0,634956.0,0.5599302547548985,1.2172232840125083e-05,enes
u:iWmB,19.0,607523.0,0.9555560107832184,2.823128157908822e-05,enit
u:iYIP,18.0,515983.0,0.8326913006754644,2.8164232659812674e-05,enfr
u:iix-,4.0,1019481.0,0.758209990319293,3.7178729178900935e-06,esen
u:hviT,29.0,346907.0,0.825751253555294,7.708116569903569e-05,enes
u:iUfU,48.0,709865.0,0.9167837461021664,5.1483865441104673e-05,enit
u:hs_l,15.0,861352.0,0.9344567695509477,1.7161264017588567e-05,enit
u:i4VD,8.0,344134.0,0.7095364434786947,1.8129610307379136e-05,enes
u:g55Z,4.0,1225.0,0.9211129669877187,0.0027652745931783804,pten
u:iGPZ,57.0,676168.0,0.47579192875535425,4.9353441428238153e-05,enfr
u:gubq,11.0,430148.0,0.9090113068074884,2.4173198069372526e-05,enfr
u:i2ZW,73.0,501825.0,0.9565865962613089,0.000127197273386297,enit
u:iztn,11.0,3671.0,0.9667807823096355,0.002914630149269029,enes
u:immT,29.0,692943.0,0.7698579712903085,3.363515038788607e-05,enfr
u:ifHA,5.0,172883.0,0.7736508987453194,1.743507122442229e-05,iten
u:hRRg,13.0,683668.0,0.7953139648592884,2.3426035740014598e-05,iten
u:i1gJ,13.0,46498.0,0.432279280724749,0.00017426106743891233,iten
u:foAK,36.0,954421.0,0.9109409625867045,3.8662465205716285e-05,esen
u:g3xv,25.0,176824.0,0.8030268149841006,9.710845296575459e-05,pten
u:iohu,10.0,755637.0,0.9794945735011574,1.1691481538503898e-05,enes
u:igam,32.0,811354.0,0.8898631113512818,2.8141591513122958e-05,enes
u:iNa-,17.0,664480.0,0.8576632683288632,1.8012264107664178e-05,iten
u:iStt,64.0,793431.0,0.9209552316163766,7.767947805984009e-05,enfr
u:hUD1,52.0,798818.0,0.953784884071039,6.596234907144108e-05,enfr
u:eM_J,5.0,172802.0,0.6896440799806665,1.7481105085841637e-05,ende
u:rgb,5.0,85739.0,0.7952140646106282,3.716519238091242e-05,enit
u:iLvn,17.0,519123.0,0.4865656881077258,3.048980126211126e-05,esen
u:pex,70.0,183862.0,0.8604649319366338,0.0002881686504217374,enes
u:eCXK,14.0,619588.0,0.7370554820816689,1.525940514707125e-05,enfr
u:cGlH,12.0,937473.0,0.9250517493902425,1.2202093220590716e-05,enes
u:P8P,16.0,788149.0,0.9205927261497309,1.624572026273865e-05,ende
u:iahw,14.0,206240.0,0.8425353623066748,5.4377242234308124e-05,esen
u:h46f,38.0,969103.0,0.9030342115895696,3.3284482187404515e-05,ende
u:fISU,3.0,667.0,0.9990704537071191,0.004524775605557605,enes
u:iEPT,33.0,493756.0,0.6957535447458271,4.6557401971104265e-05,enpt
u:hsf-,10.0,635686.0,0.7790155366114081,1.1444742592218544e-05,enes
u:jbuq,23.0,154448.0,0.9427935199353626,0.00012069596167760183,enes
u:iYVf,9.0,505682.0,0.8586066905110554,1.3547996991683592e-05,ende
u:iR7u,17.0,369364.0,0.6038898838981495,5.0035963953173974e-05,enes
u:ihmP,24.0,422531.0,0.7920145994487559,4.003332858134439e-05,esen
u:dgYp,3.0,836938.0,0.6006367123025474,2.391724772957512e-06,enpt
u:bkiU,51.0,767689.0,0.6967976510796939,3.925145354930859e-05,esen
u:ijxA,4.0,171100.0,0.7543830822046846,1.4715305552395869e-05,esen
u:gObO,2.0,208835.0,0.9924556119229351,9.504686589153498e-06,enfr
u:ibrz,4.0,355936.0,0.87742528216342,8.90500501019895e-06,enfr
u:gSbP,20.0,847485.0,0.9808696147402958,2.2345146777843284e-05,iten
u:flF-,5.0,682288.0,0.6244189480836373,6.359094688081616e-06,esen
u:ewXZ,7.0,417505.0,0.670433635313492,1.2192053784903825e-05,ende
u:iToE,17.0,634250.0,0.9377068289766819,2.9397530337736054e-05,enes
u:gJvR,15.0,355459.0,0.9015357635768613,3.308935445783481e-05,enes
u:cn0p,5.0,695484.0,0.9332178759374703,6.049266193323054e-06,enfr
u:hkgR,4.0,420008.0,0.727942298483339,7.794991518883889e-06,enfr
u:es3i,1.0,1490.0,1.0,0.0006711409395973154,esen
u:i0pr,4.0,1524.0,0.9925770803736262,0.002537262475392705,esen
u:ebAN,6.0,70688.0,0.8903085877774188,6.488926954012195e-05,enes
u:gJ5_,50.0,349084.0,0.9294055042711243,0.00010641250335852787,ende
u:fHQX,6.0,2431.0,0.9755061922193966,0.002610050012627148,esen
u:hSWZ,6.0,267071.0,0.7531174893951776,1.3188062364640804e-05,enes
u:ih1D,33.0,730199.0,0.7620251822876799,2.8342539839361524e-05,enit
u:iyGd,31.0,177598.0,0.6739751678991884,0.00010385605277299767,enes
u:i9c6,14.0,193606.0,0.49361750196506415,5.115317077502699e-05,enfr
u:gHHM,15.0,615474.0,0.9081113556871266,1.7537504080163185e-05,ende
u:gXSV,23.0,929353.0,0.9155467831767871,1.9788948478669385e-05,pten
u:eMxu,5.0,637896.0,0.8669492278537332,6.125991224022451e-06,enes
u:g_jT,5.0,474237.0,0.4302013726225854,6.343605180948469e-06,enes
u:ie8h,29.0,938241.0,0.901384653714783,3.2043088983613424e-05,ende
u:dsu9,12.0,864673.0,0.8817371595119256,1.2903988031616365e-05,esen
u:hgX5,14.0,26544.0,0.92345403518126,0.0004087087364311569,enes
u:irNs,26.0,863221.0,0.8737650177024889,2.491118594105352e-05,enfr
u:i3oP,16.0,468840.0,0.8724809378834566,3.236820861596654e-05,enfr
u:igWw,12.0,460189.0,0.9281469293160826,2.1009230272143847e-05,enpt
u:eNHf,15.0,939208.0,0.8347672996392101,9.69425572652363e-06,enes
u:ibAv,24.0,536415.0,0.7878350967692868,3.390236365552294e-05,enit
u:idDu,62.0,684779.0,0.6151098937870513,0.00012712262184192164,enes
u:f15i,46.0,806774.0,0.8666483352350582,6.285433721806432e-05,enes
u:g2UA,3.0,301236.0,0.9994799649641315,9.916134951074442e-06,esen
u:fV5b,55.0,950860.0,0.9494290053471868,6.448352098147873e-05,esen
u:iD83,18.0,867480.0,0.9648943513574474,1.6922312076116896e-05,enfr
u:iSs1,82.0,778210.0,0.9081670622132398,9.935308481355102e-05,enit
u:iL6a,20.0,450341.0,0.8872869833254938,4.682406279262463e-05,iten
u:ixqm,5.0,96644.0,0.8505492443360871,3.6081720564527075e-05,enes
u:ioOI,4.0,17946.0,0.9461579881504372,0.00018872204810021682,enes
u:imML,11.0,352030.0,0.8377045135287849,2.7550372113104187e-05,pten
u:hdBQ,3.0,6134.0,0.8824146656984232,0.0003797618633579029,enpt
u:wDt,15.0,540460.0,0.8195302034296471,1.7521255862725142e-05,enes
u:f7-l,4.0,954479.0,0.5093307342137733,2.6623097303758546e-06,esen
u:hqaG,14.0,171843.0,0.8651891934050702,5.670150264824239e-05,enit
u:iBWK,12.0,838598.0,0.8657754299201673,1.2899440445278461e-05,enit
u:gmKY,7.0,14219.0,0.885558222064589,0.0003736814138770024,esen
u:rcI,8.0,870658.0,0.755115161113849,7.62080064853231e-06,esen
u:g2WU,5.0,1229.0,0.996297014648566,0.004024745557790837,esen
u:gfLo,3.0,77195.0,0.6162316323694597,2.6507892699281184e-05,enes
u:dctB,14.0,514439.0,0.5003880222377549,1.95933814854071e-05,enes
u:dSjV,18.0,342304.0,0.8201039561960352,3.3225199635588376e-05,esen
u:c8Kh,8.0,4125.0,0.8862433675307955,0.001680400772716715,ende
u:uy4,81.0,992528.0,0.9749424243935226,8.12949147743314e-05,enfr
u:hI9K,5.0,20724.0,0.7301084068303217,0.00016720732749488811,ende
u:i67p,8.0,244384.0,0.5853738552652179,2.775480682499172e-05,pten
u:g71C,12.0,148776.0,0.8587930111870533,6.568601312626679e-05,esen
u:hxjG,5.0,258050.0,0.4330910180891216,1.1716589718868096e-05,esen
u:fsPe,40.0,940479.0,0.9378168002618459,4.447868461951344e-05,esen
u:iU3F,17.0,711727.0,0.5218836257517444,1.591200382769691e-05,esen
u:imeA,9.0,23737.0,0.8586198871476113,0.00040534079143998773,enes
u:ilSQ,5.0,688693.0,0.6869186205605896,4.365289705578235e-06,esen
u:iuNr,14.0,777098.0,0.7638126986975167,1.4005495363884092e-05,enes
u:ibnb,16.0,351450.0,0.45575780865008275,2.5119775169156828e-05,esen
u:iWRM,17.0,32671.0,0.7210144989806259,0.00047107114818942985,ende
u:i-PU,58.0,248316.0,0.8851507469862175,0.0002521163016004604,enfr
u:g11S,9.0,603282.0,0.7016121596092827,1.3593861747586223e-05,enes
u:hxiX,9.0,218380.0,0.7927967384742168,2.9735169201302355e-05,enes
u:fFb1,9.0,267259.0,0.8365812534387937,2.36351279402072e-05,esen
u:iPYl,33.0,929243.0,0.9414612490476105,3.295756180527975e-05,ende
u:gv8r,43.0,736293.0,0.8662825477548757,5.282885330687175e-05,enit
u:h0Jq,20.0,1010212.0,0.8578300620767442,2.2353945925097546e-05,enit
u:iatS,10.0,623124.0,0.8126278596369267,1.0137924918922057e-05,esen
u:hCGr,26.0,934493.0,0.8694900094736326,2.4969049757515146e-05,enfr
u:ip42,42.0,807692.0,0.86842111942678,4.042076146954652e-05,enes
u:hjn6,20.0,993145.0,0.7382279209042814,2.0991723857465378e-05,iten
u:hSVR,11.0,880881.0,0.8632803101356159,8.81674821411445e-06,esen
u:dvrW,17.0,870951.0,0.9241151666938301,2.1097634965578663e-05,ende
u:fLy9,15.0,717909.0,0.7227016470241634,1.9570270280955573e-05,ende
u:g0UL,50.0,685204.0,0.9681761427947415,6.356680435214885e-05,enes
u:bCo_,14.0,798557.0,0.612365414232708,1.3566177141937847e-05,enit
u:ime1,47.0,958224.0,0.9557749455919093,4.99360709695119e-05,pten
u:fCkW,5.0,278045.0,0.9426458035893769,1.613372039746174e-05,enes
u:veH,6.0,4148.0,0.8730601709291678,0.0011840971075813367,enpt
u:gFfJ,23.0,255019.0,0.8497221705527547,6.411257270122891e-05,ende
u:f4CB,11.0,1297.0,0.9934582677720135,0.008815123621953209,esen
u:i83U,11.0,274600.0,0.8587846062354403,2.5439358043204736e-05,enfr
u:ircH,21.0,429575.0,0.8879516601712044,5.771084633747931e-05,enes
u:iDhZ,14.0,485731.0,0.21044562111914178,1.6483699164233302e-05,esen
u:hZaR,5.0,779490.0,0.42954593102838473,3.855187037287517e-06,esen
u:h8vk,4.0,496170.0,0.501884275588444,5.0531536692989795e-06,esen
u:gp4Z,9.0,3093.0,0.9784112684308028,0.0029136200420712254,pten
u:eHbg,10.0,112760.0,0.8791300372839496,6.629826315964312e-05,ende
u:inaS,21.0,631974.0,0.8705013327952232,3.0340981581698905e-05,esen
u:iXlC,28.0,190963.0,0.9164344027447207,0.00011692563722428172,esen
u:ibU0,17.0,951829.0,0.4178938246057932,1.62164282397061e-05,pten
u:c5VU,19.0,346190.0,0.8291426493479266,3.580082430067241e-05,enfr
u:hhDO,12.0,966314.0,0.7565133202276428,8.518087185784548e-06,enfr
u:hJ7w,9.0,258877.0,0.82233697555364,2.8970303028294547e-05,esen
u:fNJ5,7.0,670508.0,0.8253412231908863,1.1469247125773145e-05,enit
u:gQs5,7.0,541364.0,0.7046471512038276,8.603441428438963e-06,pten
u:ik9k,6.0,14510.0,0.5404617912619779,0.00030623543296372403,pten
u:g2OM,8.0,757180.0,0.4866303845778336,8.448375729209953e-06,enfr
u:iT95,32.0,720885.0,0.8497324842910831,3.538081549284355e-05,enes
u:gsTG,6.0,6692.0,0.7822379015201876,0.0008135297419516863,iten
u:eS2B,17.0,532306.0,0.9367618171568746,2.8628178036388764e-05,esen
u:fWtD,4.0,428959.0,0.5094010064410862,5.927885753332087e-06,enes
u:hhK1,61.0,730970.0,0.9110739583960892,7.982085040589343e-05,pten
u:g9Vp,33.0,684703.0,0.8301424962573148,4.300884109071876e-05,enfr
u:g_yE,4.0,307686.0,0.8962109560931513,9.716530108115958e-06,enes
u:iZZ4,10.0,186836.0,0.8135971400987927,3.420320104306341e-05,pten
u:hNDE,45.0,668933.0,0.7255866371128068,6.60144451503256e-05,enes
u:iIK5,9.0,1010271.0,0.6995644952700895,7.906364189283223e-06,enes
u:izLY,7.0,276298.0,0.6094097791518487,1.98325392177603e-05,enes
u:hN1f,28.0,939470.0,0.980963838179905,2.9342505369780913e-05,enes
u:f45n,7.0,268389.0,0.5772699434554464,1.5061868114744897e-05,enit
u:gBNi,17.0,720014.0,0.8150252718287605,2.1697333604936694e-05,iten
u:i98t,10.0,257455.0,0.8972188741998235,2.8587812333928178e-05,enes
u:hQDK,4.0,428987.0,0.9087829019479986,8.217482570507276e-06,esen
u:iPt4,9.0,155091.0,0.6415174907530639,3.2623434165396515e-05,enpt
u:fJUl,15.0,761608.0,0.841553170984766,1.6230867884727584e-05,ende
u:h-Vy,25.0,533543.0,0.7465173234162524,2.7706059118801233e-05,esen
u:hxsA,23.0,1020328.0,0.8559794155476305,1.594788835548327e-05,esen
u:iZFA,14.0,2539.0,0.9477180031056812,0.00476565211144698,enes
u:iSZZ,13.0,616487.0,0.7204261541858645,1.9785048776941834e-05,enes
u:gcTv,2.0,1505.0,0.9924737870044769,0.0013189020425308663,esen
u:ekrj,16.0,816579.0,0.7464879469467461,1.676768272524401e-05,esen
u:hZu-,9.0,343309.0,0.931426476433538,2.4156549439117623e-05,enfr
u:hpfv,69.0,781370.0,0.9442644842298933,8.863584414486154e-05,enit
u:fmtD,11.0,981818.0,0.5929167373444763,9.933389116428208e-06,enfr
u:fwIF,4.0,173240.0,0.9007747160342083,1.9453412779709148e-05,pten
u:hEkO,3.0,2875.0,0.9713795216607932,0.0009950619971940107,enfr
u:iE_1,35.0,853983.0,0.9486008806220997,3.520283630239728e-05,enpt
u:hNkV,7.0,4860.0,0.9282891138405326,0.0012267366050375172,enes
u:iZ-U,6.0,261106.0,0.6322091810338117,1.3617504480186477e-05,esen
u:i100,27.0,209051.0,0.4973819239376694,0.00013157510828417355,pten
u:igBd,17.0,213129.0,0.4774604139235909,6.177390770453677e-05,enfr
u:h-gC,15.0,270343.0,0.6245699346638526,3.225856979358982e-05,enit
u:gLXo,10.0,1907.0,0.989511569050714,0.004895707848494514,esen
u:hEBA,16.0,859566.0,0.9679283157137736,1.6933804112287364e-05,enes
u:fGqz,12.0,171549.0,0.8241523371224829,5.6050852784327685e-05,esen
u:fhTW,2.0,541.0,0.9968110420365737,0.003685068547270143,esen
u:bJPm,10.0,773191.0,0.9016673977234994,9.80625005310151e-06,enes
u:iDxi,50.0,97294.0,0.7509197653325513,0.0005861234833086263,esen
u:jcMj,10.0,128224.0,0.6181790821851817,5.1866990359081325e-05,enes
u:etW_,13.0,857398.0,0.9659202542461457,1.4654058761581834e-05,esen
u:isEv,9.0,92474.0,0.7457735012066677,5.684267627394405e-05,ende
u:ez5C,8.0,330214.0,0.890939444896818,2.0693534744665255e-05,enes
u:iQ90,20.0,258736.0,0.8076764584831008,5.5914932481313465e-05,enpt
u:byJ-,8.0,742165.0,0.7746147698068383,9.203810369082136e-06,enes
u:d95V,48.0,349003.0,0.8691595512570707,0.00014850191186819477,enfr
u:gPVK,3.0,115056.0,0.6042284619245558,1.749277572331785e-05,enes
u:gYR9,16.0,197594.0,0.7098257999705087,6.668629884902157e-05,enfr
u:hwiI,20.0,631809.0,0.5454564943515857,3.385876035062402e-05,iten
u:evEs,10.0,514337.0,0.5133445039484381,1.7620046048581026e-05,enpt
u:ilLt,24.0,517472.0,0.642905938039054,2.6813804936424446e-05,esen
u:iLES,60.0,835434.0,0.9601470201984371,7.776462609604161e-05,ende
u:hdQl,8.0,340952.0,0.6666818057757169,1.7592684224885257e-05,enes
u:dijq,9.0,777967.0,0.9408479239248921,8.834183430376657e-06,enpt
u:hxXE,28.0,948207.0,0.8960091158179966,2.5970543378639444e-05,pten
u:e5r0,10.0,679317.0,0.8103328447755317,1.2719232873732413e-05,iten
u:hy3X,4.0,1776.0,0.9503105239783728,0.0019291728054778169,esen
u:hdl8,4.0,251566.0,0.8221243267706443,1.3964630439490562e-05,enfr
